한글명,영문명(INCI),CAS번호,카테고리,주요기능,출처/설명,이명,데이터출처
아크릴레이트/암모늄메타크릴레이트코폴리머,Acrylates/Ammonium Methacrylate Copolymer,,식약처 등재,,"이 원료는 아크릴릭애씨드, 메타크릴릭애씨드 혹은 그것들의 단순한 에스터 중 하나로 구성된 한 개 이상의 모노머와 암모늄메타크릴레이트의 공중합체이다.",,B (식약처)
아크릴레이트/에틸헥실아크릴레이트/다이메티콘메타크릴레이트코폴리머,Acrylates/Ethylhexyl Acrylate/Dimethicone Methacrylate Copolymer,,식약처 등재,,"이 원료는 아크릴릭애씨드, 메타크릴릭애씨드 혹은 그것들의 단순한 에스터 중 하나로 구성된 모노머와 에틸헥실아크릴레이트 및 다이메티콘메타크릴레이트의 공중합체이다.",아크릴레이트/에칠헥실아크릴레이트/디메치콘메타크릴레이트코폴리머,B (식약처)
아크릴레이트/에틸헥실아크릴레이트코폴리머,Acrylates/Ethylhexyl Acrylate Copolymer,,식약처 등재,,"이 원료는 아크릴릭애씨드, 메타크릴릭애씨드 또는 그것들의 단순한 에스터 중 하나 이상의 모노머와 에틸헥실아크릴레이트의 공중합체이다.",아크릴레이트/에칠헥실아크릴레이트코폴리머,B (식약처)
아크릴레이트/에틸헥실아크릴레이트크로스폴리머,Acrylates/Ethylhexyl Acrylate Crosspolymer,,식약처 등재,,"이 원료는 아크릴릭애씨드, 메타크릴릭애씨드 또는 에틸렌글라이콜다이메타크릴레이트로 가교된 그것들의 단순한 에스터 중 하나 이상의 모노머와 2-에틸헥실아크릴레이트의 공중합체이다.",아크릴레이트/에칠헥실아크릴레이트크로스폴리머,B (식약처)
아크릴레이트/에틸헥실아크릴레이트/헤마/스타이렌코폴리머,Acrylates/Ethylhexyl Acrylate/HEMA/Styrene Copolymer,,식약처 등재,,"이 원료는 아크릴릭애씨드, 메타크릴릭애씨드 또는 그것들의 단순한 에스터 중 하나 이상의 모노머와 에틸헥실아크릴레이트, 하이드록시에틸메타크릴레이트 및 스타이렌의 공중합체이다.",아크릴레이트/에칠헥실아크릴레이트/헤마/스타이렌코폴리머,B (식약처)
아크릴레이트/옥틸아크릴아마이드코폴리머,Acrylates/Octylacrylamide Copolymer,,식약처 등재,,"이 원료는 아크릴릭애씨드, 메타크릴릭애씨드 혹은 그것들의 단순한 에스터 중 하나로 구성된 한 개 이상의 모노머와 옥틸아크릴아마이드의 공중합체이다.",,B (식약처)
아크릴레이트/카바메이트코폴리머,Acrylates/Carbamate Copolymer,,식약처 등재,,"이 원료는 아크릴릭애씨드, 메타크릴릭애씨드 또는 그 단순에스터 중 한개 이상의 모노머와 카바메이트의 공중합체이다.",,B (식약처)
아크릴레이트코폴리머,Acrylates Copolymer,,식약처 등재,,"이 원료는 아크릴릭애씨드, 메타크릴릭애씨드 혹은 그것들의 단순한 에스터 중 하나로 구성된 두 개 이상의 공중합체이다.",,B (식약처)
아크릴레이트/트라이데실아크릴레이트/트라이에톡시실릴프로필메타크릴레이트/다이메티콘메타크릴레이트코폴리머,Acrylates/Tridecyl Acrylate/Triethoxysilylpropyl Methacrylate/Dimethicone Methacrylate Copolymer,,식약처 등재,,"이 원료는 아크릴릭애씨드, 메타크릴릭애씨드 또는 그것들의 단순한 에스터 중 하나 이상의 모노머와 트라이데실아크릴레이트, 트라이에톡시실릴프로필메타크릴레이트 및 다이메티콘메타크릴레이트의 공중합체이다.",아크릴레이트/트리데실아크릴레이트/트리에톡시실릴프로필메타크릴레이트/디메치콘메타크릴레이트코폴리머,B (식약처)
아크릴레이트/트라이스(트라이메틸실록시)실릴프로필메타크릴레이트코폴리머,Acrylates/Tris(Trimethylsiloxy)silylpropyl Methacrylate Copolymer,,식약처 등재,,이 원료는 주로 다음의 구조를 갖는 실리콘폴리머이다.,아크릴레이트/트리스(트리메칠실록시)실릴프로필메타크릴레이트코폴리머,B (식약처)
마조람잎오일,Origanum Majorana Leaf Oil,,식약처 등재,,이 원료는 마조람 Origanum majorana의 잎을 증류하여 얻은 휘발성 오일이며 주로 테르펜류로 구성되어 있다.,꽃박하잎오일,B (식약처)
아크릴레이트/팔메스-25아크릴레이트코폴리머,Acrylates/Palmeth-25 Acrylate Copolymer,,식약처 등재,,"이 원료는 에칠렌옥사이드 평균 25몰을 갖는 에톡실화 된 야자 알코올 및 아크릴릭애씨드의 에스터와 아크릴릭애씨드, 메타크릴릭애씨드 혹은 그것들의 단순한 에스터 중 하나로 구성된 한 개 이상의 모노머의 공중합체이다.",,B (식약처)
아크릴레이트/폴리트라이메틸실록시메타크릴레이트코폴리머,Acrylates/Polytrimethylsiloxymethacrylate Copolymer,,식약처 등재,,"이 원료는 아크릴릭애씨드, 메타크릴릭애씨드 또는 그것들의 단순한 에스터 중 하나 이상의 모노머와 폴리트라이메틸실록시메타크릴레이트 모노머의 공중합체이다.",아크릴레이트/폴리트리메칠실록시메타크릴레이트코폴리머,B (식약처)
아크릴레이트/피이지-10말리에이트/스타이렌코폴리머,Acrylates/PEG-10 Maleate/Styrene Copolymer,,식약처 등재,,"이 원료는 스타이렌, 피이지-10말리에이트 및 아크릴릭애씨드, 메타크릴릭애씨드 및 그 단순에스터 중 1개 이상의 모노머로 이루어진 공중합체이다.",,B (식약처)
아크릴레이트/하이드록시에스터아크릴레이트코폴리머,Acrylates/Hydroxyesters Acrylates Copolymer,,식약처 등재,,"이 원료는 아크릴릭애씨드, 메타크릴릭애씨드 또는 그 단순에스터 중 1개 이상의 모노머와 하이드록시아크릴레이트에스터의 한개 이상의 모노머로 이루어진 공중합체이다.",,B (식약처)
아크릴릭애씨드/브이피크로스폴리머,Acrylic Acid/VP Crosspolymer,,식약처 등재,,이 원료는 아크릴릭애씨드와 펜타에리트리톨 트라이알릴 에터로 가교된 비닐 피롤리돈 모노머로 구성된 공중합체이다.,,B (식약처)
아크릴릭애씨드/아크릴로나이트로젠코폴리머,Acrylic Acid/Acrylonitrogens Copolymer,,식약처 등재,,이 원료는 폴리아크릴나이트릴의 조절된 가수분해로 얻은 공중합체이다.,,B (식약처)
아크릴아마이드/소듐아크릴레이트코폴리머,Acrylamide/Sodium Acrylate Copolymer,,식약처 등재,,이 원료는 아크릴아마이드와 소듐아크릴레이트모노머의 공중합체이다.,,B (식약처)
아크릴아마이드/소듐아크릴로일다이메틸타우레이트코폴리머,Acrylamide/Sodium Acryloyldimethyltaurate Copolymer,,식약처 등재,,이 원료는 아크릴아마이드와 소듐아크릴로일다이메틸타우레이트모노머의 공중합체이다.,아크릴아마이드/소듐아크릴로일디메칠타우레이트코폴리머,B (식약처)
아크릴아마이드/암모늄아크릴레이트코폴리머,Acrylamide/Ammonium Acrylate Copolymer,,식약처 등재,,이 원료는 아크릴아마이드와 암모늄아크릴레이트 모노머의 공중합체이다.,,B (식약처)
아크릴아마이드코폴리머,Acrylamides Copolymer,,식약처 등재,,이 원료는 아크릴아마이드 혹은 아크릴아마이드의 단순한 알킬 유도체로 구성된 두 개 이상의 모노머의 공중합체이다.,,B (식약처)
마조람잎추출물,Origanum Majorana Leaf Extract,,식약처 등재,,이 원료는 마조람 Origanum majorana의 잎에서 추출한 것이다.,꽃박하잎추출물,B (식약처)
아크릴아미도프로필트라이모늄클로라이드/아크릴아마이드코폴리머,Acrylamidopropyltrimonium Chloride/Acrylamide Copolymer,,식약처 등재,,이 원료는 아크릴아마이드와 아크릴아미도프로필트라이모늄클로라이드모노머의 공중합체이다.,아크릴아미도프로필트리모늄클로라이드/아크릴아마이드코폴리머,B (식약처)
아텔로콜라겐,Atelocollagen,,식약처 등재,,이 원료는 콜라겐에서 텔로펩타이드가 효소적으로 제거될 때 얻은 단백질이다.,,B (식약처)
아틀라스시다나무껍질오일,Cedrus Atlantica Bark Oil,,식약처 등재,,이 원료는 아틀라스시다 Cedrus atlantica의 나무껍질에서 얻은 휘발성 오일이다.,아틀라스시다껍질오일,B (식약처)
아틀라스시다껍질추출물,Cedrus Atlantica Bark Extract,,식약처 등재,,이 원료는 아틀라스시다 Cedrus atlantica의 껍질에서 추출한 것이다.,,B (식약처)
그레이트카더멈씨추출물,Aframomum Angustifolium Seed Extract,,식약처 등재,,이 원료는 그레이트카더멈 Aframomum Angustifolium의 씨에서 추출한 것이다.,아프라모멈 안구스티폴리움씨추출물,B (식약처)
아프리카자두나무껍질추출물,Prunus Africana Bark Extract,,식약처 등재,,이 원료는 아프리카자두 Prunus Africana의 나무껍질에서 추출한 것이다.,아프리카벗나무껍질추출물,B (식약처)
잉카피넛씨오일,Plukenetia Volubilis Seed Oil,,식약처 등재,,이 원료는 잉카피넛 Plukenetia volubilis의 씨를 압착하여 얻은 오일이다.,아프리칸월넛오일,B (식약처)
살구씨아미노산,Apricot Kernel Amino Acids,,식약처 등재,,이 원료는 살구의 씨를 완전 가수분해하여 얻은 아미노산 혼합물이다.,"아프리코트커넬아미노산,아프리코트커넬아미노애씨드",B (식약처)
아프리코트커넬오일피이지-6에스터,Apricot Kernel Oil PEG-6 Esters,,식약처 등재,,이 원료는 살구 (Prunus armeniaca)의 커넬오일과 피이지-6의 트랜스에스터화로 얻은 복합 혼합물이다.,,B (식약처)
꽃창포추출물,Iris Ensata Extract,,식약처 등재,,이 원료는 꽃창포 Iris ensata의 전초에서 추출한 것이다.,,B (식약처)
아프리코트커넬오일피이지-40에스터,Apricot Kernel Oil PEG-40 Esters,,식약처 등재,,이 원료는 살구 (Prunus armeniaca)의 커넬오일과 피이지-40의 트랜스에스터화로 얻은 복합 혼합물이다.,,B (식약처)
아피제닌,Apigenin,,식약처 등재,,이 원료는 다음의 구조를 갖는 유기화합물이다.,,B (식약처)
악마의발톱뿌리추출물,Harpagophytum Procumbens Root Extract,,식약처 등재,,이 원료는 악마의발톱 (Harpagophytum procumbens)의 뿌리에서 추출한 것이다.,,B (식약처)
숙근안개초뿌리추출물,Gypsophila Paniculata Root Extract,,식약처 등재,,이 원료는 숙근안개초 Gypsophylla paniculata의 뿌리에서 추출한 것이다.,안개초뿌리추출물,B (식약처)
안디로바씨오일,Carapa Guianensis Seed Oil,"352458-32-3,906347-2",식약처 등재,,이 원료는 안디로바 Carapa Guianensis의 씨를 압착하여 얻은 오일이다.,,B (식약처)
안젤리카뿌리오일,Angelica Archangelica Root Oil,,식약처 등재,,이 원료는 안젤리카 (Angelica archangelica)의 뿌리에서 얻은 휘발성 오일이다.,,B (식약처)
안젤리카뿌리추출물,Angelica Archangelica Root Extract,,식약처 등재,,이 원료는 안젤리카 (Angelica archangelica)의 뿌리에서 추출한 것이다.,,B (식약처)
안젤리카씨오일,Angelica Archangelica Seed Oil,,식약처 등재,,이 원료는 안젤리카 (Angelica archangelica)의 씨에서 얻은 불휘발성 오일이다.,,B (식약처)
안젤리카잎추출물,Angelica Archangelica Leaf Extract,,식약처 등재,,이 원료는 안젤리카 (Angelica archangelica)의 잎에서 추출한 것이다.,,B (식약처)
안토시아닌,Anthocyanins,,식약처 등재,,이 원료는 식용 과일 또는 야채에서 물리적 공정으로 얻은 물질이다.,,B (식약처)
꽃향유추출물,Elsholtzia Splendens Extract,,식약처 등재,,이 원료는 꽃항유 Elsholtzia Splendens의 전초에서 추출한 것이다.,,B (식약처)
안펠티옵시스 콩킨나추출물,Ahnfeltiopsis Concinna Extract,,식약처 등재,,이 원료는 조류의 일종인 Ahnfeltiopsis concinna에서 추출한 것이다.,"안펠티아 콘신나추출물,안펠티옵시스 콘신나추출물",B (식약처)
알더열매추출물,Alnus Firmifolia Fruit Extract,,식약처 등재,,이 원료는 알더 (Alnus firmifolia)의 열매에서 추출한 것이다.,,B (식약처)
알디옥사,Aldioxa,,식약처 등재,,이 원료는 다음의 구조를 갖는 헤테로사이클릭 유기화합물이다.,,B (식약처)
알라닌,Alanine,,식약처 등재,,이 원료는 다음의 구조를 갖는 아미노산이다.,,B (식약처)
알란토인,Allantoin,,식약처 등재,,이 원료는 다음의 구조를 갖는 헤테로사이클릭 유기화합물이다.,,B (식약처)
알란토인글리시레티닉애씨드,Allantoin Glycyrrhetinic Acid,,식약처 등재,,이 원료는 알란토인과 글리시레티닉애씨드의 복합물이다.,,B (식약처)
알란토인아세틸메티오닌,Allantoin Acetyl Methionine,,식약처 등재,,이 원료는 일반적으로 다음의 구조를 갖는 유기화합물이다.,알란토인아세틸메치오닌,B (식약처)
알란토인아스코베이트,Allantoin Ascorbate,,식약처 등재,,이 원료는 다음의 구조를 갖는 유기화합물이다.,,B (식약처)
알란토인폴리갈락투로닉애씨드,Allantoin Polygalacturonic Acid,,식약처 등재,,이 원료는 알란토인과 폴리갈락투로닉애씨드의 복합물이다.,,B (식약처)
알로에베라꽃추출물,Aloe Barbadensis Flower Extract,,식약처 등재,,이 원료는 알로에베라 (Aloe barbadensis)의 꽃에서 추출한 것이다.,,B (식약처)
꽈리열매추출물,Physalis Alkekengi Fruit Extract,,식약처 등재,,이 원료는 꽈리 Physalis alkekengi의 열매에서 추출한 것이다.,,B (식약처)
알로에베라잎,Aloe Barbadensis Leaf,,식약처 등재,,이 원료는 알로에베라 (Aloe barbadensis)의 잎에서 유래한 식물성 물질이다.,,B (식약처)
알로에베라잎가루,Aloe Barbadensis Leaf Powder,,식약처 등재,,이 원료는 알로에베라 (Aloe barbadensis)의 잎을 건조시켜 얻은 가루이다.,,B (식약처)
알로에베라잎수,Aloe Barbadensis Leaf Water,,식약처 등재,,이 원료는 알로에베라 Aloe barbadensis의 잎을 수증기 증류하여 얻은 수용액이다.,,B (식약처)
알로에베라잎즙,Aloe Barbadensis Leaf Juice,,식약처 등재,,이 원료는 알로에베라 (Aloe barbadensis)의 잎에서 얻은 즙이다.,,B (식약처)
알로에베라잎즙가루,Aloe Barbadensis Leaf Juice Powder,,식약처 등재,,이 원료는 알로에베라 (Aloe barbadensis)의 잎에서 얻은 즙을 건조시켜 얻은 가루이다.,,B (식약처)
알로에베라잎추출물,"Aloe Barbadensis Leaf Extract,Aloe Vera Leaf Extract","85507-69-3,94349-62-9",식약처 등재,,이 원료는 알로에베라 Aloe barbadensis잎에서 추출한 것이다.,,B (식약처)
알로에베라잎폴리사카라이드,Aloe Barbadensis Leaf Polysaccharides,,식약처 등재,,이 원료는 알로에베라 (Aloe barbadensis)의 잎에서 분리한 다당류 분획이다.,,B (식약처)
알로에신,Aloesin,,식약처 등재,,이 원료는 다음의 구조를 갖는 유기화합물이다.,,B (식약처)
케이프알로에잎추출물,Aloe Ferox Leaf Extract,,식약처 등재,,이 원료는 케이프알로에 Aloe ferox의 잎에서 추출한 것이다.,알로에잎추출물,B (식약처)
알루미나,Alumina,,식약처 등재,,이 원료는 다음의 구조를 갖는 무기화합물이다.,,B (식약처)
꾸지뽕나무껍질추출물,Cudrania Tricuspidata Bark Extract,,식약처 등재,,이 원료는 꾸지뽕나무 Cudrania tricuspidata(=Maclura tricuspidata)의 나무껍질에서 추출한 것이다.,,B (식약처)
알루미나마그네슘메타실리케이트,Alumina Magnesium Metasilicate,,식약처 등재,,이 원료는 주로 다음의 구조를 갖는 무기화합물이다.,,B (식약처)
알루미늄,"Aluminum,CI 77000",,식약처 등재,,이 원료는 금속 원소이다.,,B (식약처)
알루미늄가루,Aluminum Powder,,식약처 등재,,이 원료는 다른 첨가물이 없이 곱게 분쇄된 알루미늄 입자로 구성된 금속성의 원소이다,알루미늄파우더,B (식약처)
